OfferDetails,FaceValue,Product
"Save $1.00 On Friendly's Ice Cream or Dairy Desserts When you Buy ONE (1), Any Variety (Excluding Naturally), 48 oz. cont. *Redeem up to 4 offers for a total of 4 conts. in a single order.",$1.00,"(1.00, Friendly, 1, Any Variety (Excluding Naturally, 48, cont, 4, 4)"
Save $2.00 On One-A-Day Vitamins When you Buy ONE (1) 50-200 ct. btl.,$2.00,"(2.00, One-A-Day, ONE, 1, 50-200)"
"Save $1.00 On Hartz Ultra Guard Flea &amp; Tick When you Buy ONE(1) drops for dogs, 4 lbs. - over 60 lbs., monthly drop treatment.  3 applications per package.   .12oz - .60oz. tot wght pkg.",$1.00,"(1.00, Hartz Ultra Guard Flea &amp, Tick, 4, lbs., monthly, 3)"
Save $1.50 On Bubbies Mochi Ice Cream Mochi When you Buy ONE (1) 6 Count Box,$1.50,"(1.50, ONE, 1, 6)"
Save $1.50 on Bubbies Ice Cream Cookie Dough Ice Cream Bites When you Buy ONE (1) 6 Count Box,$1.50,"(1.50, ONE, 1, 6)"
"Save $3.00 on Huggies® Special Delivery™ Diapers When you buy ONE (1) Package of Huggies® Special Delivery™ Diapers, any variety (17ct. or higher)",$3.00,"(3.00, Huggies, 1, Package of Huggies, 17ct)"
"Save $1.00 on Raised &amp; Rooted When you buy ONE (1) Raised &amp; Rooted Nugget, any variety or size",$1.00,"(1.00, Raised &amp, 1, Rooted Nugget)"
"Save $2.00 on PULL-UPS® Training Pants When you buy ONE (1) Bag of PULL-UPS® Training Pants, any variety (27 ct. or lower). Not valid on trial packs.",$2.00,"(2.00, PULL-UPS, 1, PULL-UPS, Training Pants, 27)"
"Save $1.00 on Huggies® Special Delivery™ Wipes When you buy ONE (1) Package of Huggies® Special Delivery™ Wipes, any variety (56 ct. or higher)",$1.00,"(1.00, Huggies, 1, Package of Huggies, 56)"
"Save $3.00 on PULL-UPS® Training Pants When you buy ONE (1) Box of PULL-UPS® Training Pants, any variety (40 ct. or higher)",$3.00,"(3.00, PULL-UPS, Box, PULL-UPS, Training Pants, 40)"
"Save $0.40 on Lipton® Tea Products When you buy on ONE (1) Lipton® TeaBags,K-Cup®, Liquid or Powdered Iced Tea Mix product, any variety or size",$0.40,"(0.40, Lipton, 1, Lipton, K-Cup)"
Save $2.00 on 2 Mariani Dried Fruit when you buy any TWO (2) Mariani Dried Fruit Items any variety 3.5 oz and larger,$2.00,"(2.00, 2, Mariani Dried Fruit, TWO, 2, Mariani Dried Fruit Items, 3.5)"
"Save $3.00 on BIC® Razors when you buy ONE (1) BIC® Soleil®, BIC® Flex™ or BIC® Comfort 3® Hybrid Disposable Razor Pack (excludes trial &amp; travel sizes)",$3.00,"(3.00, BIC, 1, BIC, BIC, Flex™, BIC, 3)"
Save $2.00 On Bayer Aspirin When you Buy ONE (1) 200-300 ct. btl.,$2.00,"(2.00, Bayer Aspirin, 1, 200)"
Save $0.50 on Dole® Products when you buy ONE (1) Dole® Acai Bowl or Spoonable Smoothie,$0.50,"(0.50, Dole, 1, Acai Bowl, Spoonable Smoothie)"
"Save $1.00 on 2 Reese's bars When you buy TWO (2) Reese's Standard or King Size bars, any variety",$1.00,"(1.00, 2, Reese, TWO, 2, Reese)"
SAVE $5.00 when you make a purchase of $25 or more (pre-tax) at a Dollar General Location 5/30/20 ONLY,"$5.00,$25","(5.00, 25, Dollar General Location)"
"SAVE $2.00 when you PURCHASE $10 of M&amp;M’S® Chocolate Candies, all varieties, .72-10.7oz","$2.00,$10","(2.00, 10)"
SAVE $1.00 on ONE Gain Flings 14 ct OR Gain Liquid Laundry Detergent 40 oz OR Gain Powder 34 oz (excludes travel/trial size),$1.00,"(1.00, 14, 40, 34)"
SAVE $1.00 ONE Charmin Toilet Paper Product 4 ct or larger (excludes single rolls).,$1.00,"(1.00, 4)"
SAVE $1.00 on ANY THREE (3) participating Coca-Cola® single serve products,$1.00,"(1.00, 3, Coca-Cola)"
SAVE $1.00 ONE Bounty Paper Towel Product 4 ct or larger (includes Double Plus Roll).,$1.00,"(1.00, 4, Double Plus Roll)"
SAVE $1.00 on ONE Gain Liquid Fabric Enhancer OR Gain Fireworks OR Gain Sheets (excludes travel/trial size),$1.00,"(1.00,)"
"BUY 4 GET 1 FREE Buy FOUR (4) Gatorade® 32oz, Get ONE (1) Gatorade® 32oz FREE (Max Value $1.00)",$1.00,"(4, FOUR, 4, Gatorade, 32, ONE, 1, Gatorade, 32, 1.00)"
"SAVE $1.00 on ONE Downy Liquid Fabric Enhancer 48-60 ld, OR Bounce/Downy 90-10 5ct OR In-Wash Scent Boosters 5.7-6.50 oz (includes Downy Unstopables, Fresh Protect OR Infusions), OR Downy WrinkleGuard 25 oz (excludes travel/trial size)",$1.00,"(1.00, 48-60, 90-10 5ct, 5.7, Downy Unstopables, Downy WrinkleGuard)"
SAVE $1.00 when you buy any TWO (2) NABISCO Cookies or Crackers (6-20.5 oz.),$1.00,"(1.00, TWO, 2, NABISCO)"
SAVE $1.00 TWO Mr Clean Products (excludes trial/travel size).,$1.00,"(1.00,)"
$0.50 OFF ONE (1) Aquafina® 20oz bottle,$0.50,"(0.50, 1, Aquafina, 20)"
SAVE $2.00 ONE Tide Liquid Detergent 69-75 oz OR Tide PODS 23-31 ct OR Dreft 40 oz (excludes travel/trial size),$2.00,"(2.00, Tide, 40)"
SAVE $0.50 on any ONE (1) Cottonelle® Flushable Cleansing Cloth (42 ct or higher),$0.50,"(0.50, ONE, 1, Cottonelle, 42)"
$0.50 OFF any ONE (1) 52 oz. TROPICANA PURE PREMIUM® bottle,$0.50,"(0.50, ONE, 1, 52)"
"SAVE $1.00 ONE Dawn Ultra Dishwashing Liquid 34 oz or larger OR Dawn Platinum Powerwash Spray OR Dawn Platinum Foam 10.1 oz - 16 oz (excludes Special Value, Simply Clean and trial/travel size).",$1.00,"(1.00, 34, Dawn, Simply Clean)"
SAVE $3.00 ONE Gillette Disposable 2 ct or larger (excludes Sensor 2 ct and Venus Products).,$3.00,"(3.00, Gillette, 2, Sensor 2, Venus Products)"
"SAVE $1.00 ONE Crest Toothpaste 3 oz or more (excludes 4.6 oz Crest Cavity, Regular, Base Baking Soda, Tartar Control/Protection, F&amp;W Pep Gleem, Gum Detoxify and Gum Enamel variants, Whitening Therapy variants, Kids and trial/travel size).",$1.00,"(1.00, Crest, Crest Cavity, Tartar Control/Protection, F&amp;W Pep Gleem, Gum Enamel)"
SAVE $3.00 ONE Venus OR Daisy Disposable 2 ct or larger (excludes Daisy 2 ct).,$3.00,"(3.00, 2, 2)"
"BUY (1), GET (1) FREE Buy ONE (1) SHEBA® PERFECT PORTIONS™ Premium Cat Food (up to $0.89) and get ONE (1) FREE",$0.89,"(1, 1, ONE, 1, SHEBA, PORTIONS, Premium Cat Food, up to $0.89, 1)"
SAVE $0.50 on ANY ONE (1) bottle of Pine-Sol® 40oz+,$0.50,"(0.50, 1, Pine-Sol)"
BUY TWO GET ONE FREE Buy any TWO (2) Twizzlers (9oz. - 10oz.) Get ONE FREE (Max Savings $1.50),$1.50,"(TWO, TWO, 2, 9, 10, 1.50)"
SAVE $3.00 on ONE (1) PEAK® Long Life 50/50 Antifreeze/Coolant 1 Gallon,$3.00,"(3.00, ONE, 1, PEAK)"
"SAVE $3.00 TWO Head &amp; Shoulders Products (excludes Royal Oils, Men's Styling &amp; trial/travel size).",$3.00,"(3.00, TWO, Head &amp, Shoulders Products, Royal Oils, Men's Styling &amp)"
SAVE $1.00 When you buy any TWO (2) Nestlé® Frozen Novelties 4ct or larger,$1.00,"(1.00, TWO, 2, Frozen, 4ct)"
"SAVE $1.00 ONE Pantene Product including Gold Series Collection (excludes trial/travel Size, Single Count Intense Rescue Shot, and One Step Nourishing Mask).",$1.00,"(1.00, Size, Single Count Intense Rescue Shot, One)"
SAVE $1.00 off ONE (1) all® liquid laundry detergent free clear (58 loads/88oz.),$1.00,"(1.00, ONE, 1, 58, loads/88)"
SAVE $1.00 When you buy any TWO (2) Outshine® fruit bars 4ct or larger,$1.00,"(1.00, TWO, 2, Outshine, 4ct)"
SAVE $0.50 on any ONE (1) pack of Energizer® Batteries,$0.50,"(0.50, ONE, 1, Energizer)"
"SAVE $0.50 ONE Cascade Dishwasher Detergent, Rinse Aid OR Dishwasher Cleaner (excludes ActionPacs 30 ct or larger and trial/travel size).",$0.50,"(0.50, Dishwasher Cleaner, ActionPacs)"
"SAVE $3.00 TWO Herbal Essences bio:renew Shampoo, Conditioner OR Styling Products (excludes Masks, 100 mL Shampoo and Conditioners, Color, Body Wash and trial/travel size).",$3.00,"(3.00, Herbal, Shampoo, 100)"
$2.00 OFF any ONE (1) Air Wick® Essential Mist™ Starter Kit,$2.00,"(2.00, ONE, 1, Air Wick)"
"SAVE $1.00 on ONE (1) 35 lb bag of Dog Chow® Dry Dog Food, any variety",$1.00,"(1.00, ONE, 1, 35, Dog Chow® Dry Dog Food)"
SAVE $1.00 ONE Cascade ActionPacs Dishwasher Detergent 30 ct or larger (excludes trial/travel size).,$1.00,"(1.00, 30)"
"SAVE $1.00 on any TWO (2) bags of HERSHEY'S Kisses, Miniatures, or Nuggets (7.7 oz - 8.4 oz)",$1.00,"(1.00, TWO, 2, HERSHEY'S Kisses, Miniatures, Nuggets, 7.7 oz - 8.4 oz)"
SAVE 75¢ when you buy one (1) Lipton® 12pk of 16.9oz bottles OR one (1) 128oz Jug,75¢,"(one, 1, Lipton, 12pk, 16.9, one, 1, 128)"
SAVE $0.50 off ONE (1) jar of Pace® Salsa or Picante Sauce,$0.50,"(0.50, ONE, 1, Pace, Picante Sauce)"
"SAVE $2.00 TWO Herbal Essences Shampoo, Conditioner OR Styling Products (excludes bio:renew, Color, Body Wash and trial/travel size).",$2.00,"(2.00, Herbal)"
"SAVE $1.50 on any ONE (1) Glade® 3-Wick Candles, Twin Pack 3.4oz Candles, PIugIn® Scented Oil Refill Pack, or Large Automatic Refills Only (Excludes 1 Count 3.4oz Candles and PlugIns® Scented Oil Warmer Only packs)",$1.50,"(1.50, ONE, 1, Glade, 3-Wick, Candles, Pack 3.4oz Candles, Oil Refill Pack, 1, Candles, PlugIns)"
SAVE $1.00 ONE Fixodent Adhesive 1.4 oz OR larger (excludes trial/travel size).,$1.00,"(1.4,)"
"SAVE $2.00 TWO Aussie Shampoo, Conditioner, OR Styling Products (excludes Masks, trial/travel size).",$2.00,"(2.00, Aussie Shampoo, Conditioner, Styling Products)"
$1.00 OFF ONE (1) Dial® Body Wash 20/21oz or Tone® Body Wash 16oz (excludes trial/travel sizes),$1.00,"(1.00, 1, 20/21, Tone, Wash 16)"
SAVE $1.00 off ONE (1) Snuggle® Island Exhilarations Liquid Fabric Softener  (112 loads/96oz.),$1.00,"(1.00, ONE, 1, Snuggle, 112, loads/96)"
SAVE 55¢ on any ONE (1) Raid® product&nbsp;(excludes Raid® Club Packs and Twin Packs),55¢,"(1, Raid, Twin Packs)"
"$1.00 OFF ANY ONE (1) Garnier Fructis, Whole Blends or SkinActive product",$1.00,"(1.00, 1, Garnier Fructis, SkinActive)"
"SAVE $3.00 ONE Crest Gum Detoxify, Gum &amp; Enamel Repair, OR Gum &amp; Sensitivity 3.0 oz or larger (excludes all other variants, kids, and trial/travel size).",$3.00,"(3.00, Gum Detoxify, Enamel Repair, Gum &amp, Sensitivity, 3.0)"
$1.00 OFF any ONE (1) Air Wick® Essential Mist™ Refill,$1.00,"(1.00, ONE, 1, Air Wick)"
SAVE $1.00 ONE Crest Mouthwash 473 mL (16 oz) or larger (excludes trial/travel size).,$1.00,"(473, 16)"
SAVE $2.00 on any ONE (1) Aleve® or Aleve®PM product 40ct. or larger (excludes Aleve-D®),$2.00,"(2.00, ONE, 1, Aleve, Aleve-D®)"
SAVE $1.00 on any ONE (1) 12 ct. assorted flavors CESAR® Wet Dog Food,$1.00,"(1.00, ONE, 1, 12, CESAR, Wet Dog Food)"
"GET $2.00 off any ONE (1) Bag of PULL-UPS® Training Pants (27 ct. or lower, not valid on trial packs)",$2.00,"(2.00, 1, PULL-UPS, Training Pants, 27)"
SAVE $1.00 On TWO (2) EXTRA® REFRESHERS 40CT Bottles,$1.00,"(1.00, TWO, 2, 40CT)"
SAVE 50¢ on any ONE (1) Jack Link's® Beef Jerky 5.85 oz.,50¢,"(1, Jack Link's, 5.85)"
SAVE $1.00 ONE Old Spice Hair Product (excludes trial/travel size).,$1.00,"(1.00,)"
SAVE $4.00 off ONE (1) Schick® Hydro Silk3® or Intuition® Razor or Refill (excl.Schick®Disposables),$4.00,"(4.00, ONE, 1, Schick, Hydro, Refill, Schick)"
"SAVE $2.00 ONE Gillette Razor (excludes Disposables, Venus Products and trial/travel size).",$2.00,"(2.00, Gillette Razor, Disposables, Venus Products)"
SAVE $2.00 ONE Venus Razor (excludes disposables).,$2.00,"(2.00, Venus Razor)"
"SAVE $4.00 when you buy ONE (1) Adult ZYRTEC® product, any variety (24-45ct). Excludes trial &amp; travel sizes",$4.00,"(4.00, ONE, 1, Adult ZYRTEC, 24-45ct, trial &amp)"
SAVE $1.00 ONE Prilosec OTC Product.,$1.00,"(1.00, Prilosec)"
"SAVE 55¢ on any ONE (1) OFF!® Product&nbsp;(Excludes Club Packs, Twin Packs, 2 oz. and 2.5oz. OFF!® Products)",55¢,"(1, Club Packs, Twin Packs, 2, 2.5oz)"
SAVE $2.50 on ONE Fixodent Cleanser Tabs when you buy ONE Fixodent Ultra Max Hold Denture Adhesive (excludes trial/travel size),$2.50,"(2.50, ONE, Ultra Max Hold Denture)"
"SAVE $1.00 on Any ONE (1) BENADRYL® 20ct, 24ct or 4oz product (excludes topical, trial &amp; travel sizes)",$1.00,"(1.00, ONE, 1, BENADRYL, 20ct, 24ct, 4, trial &amp)"
$5.00 OFF on any ONE (1) Osteo Bi-Flex® product (28ct or larger),$5.00,"(5.00, ONE, 1, Osteo Bi-Flex, 28ct)"
SAVE $3.00 ONLY On Colgate® Optic White® Renewal Toothpaste (3.0 oz. or larger),$3.00,"(3.00, Colgate, Renewal Toothpaste, 3.0 oz)"
"SAVE $5.00 on TWO Pantene Pro-V Ingredients OR Rescue Shots Products (excludes Gold Series Collection, Single Count Intense Rescue Shot, One Step Nourishing Mask and trial/travel size)",$5.00,"(5.00, TWO, Gold Series Collection, One)"
"$4.00 OFF on ONE (1) Allegra® Allergy 24ct or larger, Allegra-D®, or Children's Allegra® Product",$4.00,"(4.00, ONE, 1, Allegra, 24ct, Allegra-D®, Children's Allegra)"
SAVE $3.00 ONE (1) Nexium® 24HR 28ct or larger,$3.00,"(3.00, 1, 24HR, 28ct)"
$0.50 OFF ONE (1) bag of Bridgford Sweet Baby Ray’s Sausage Sticks 6oz,$0.50,"(0.50, 1, Bridgford Sweet Baby Ray’s, Sausage Sticks 6)"
SAVE $1.00 on ONE (1) NIVEA® Body Wash 20 fl. oz.,$1.00,"(1.00, ONE, 1, NIVEA, 20)"
SAVE $3.00 off any ONE (1) Children's Claritin® Syrup 4oz or larger,$3.00,"(3.00, ONE, 1, Children's Claritin, 4)"
SAVE $0.50 On One (1) Can of Fix-a-Flat® 16 oz.,$0.50,"(0.50, One, 1, 16)"
SAVE 75¢ when you buy ONE (1) bubly™ sparkling water 8 pack,75¢,"(ONE, 1, ™, 8)"
"SAVE $2.00 off any ONE (1) Banana Boat® or Hawaiian Tropic® Sun Care Product (excludes 1 oz., 1.8 oz., 2 oz., lip balm &amp; trial sizes)",$2.00,"(2.00, 1, Hawaiian Tropic, Sun Care Product, 1, 1.8, 2, lip balm &amp)"
SAVE $3.00 off ONE (1) Claritin® 20ct,$3.00,"(3.00, ONE, 1, Claritin, 20ct)"
$4.00 OFF on any ONE (1) 12ct. multipack SHEBA® PERFECT PORTIONS™ Premium Cat Food,$4.00,"(4.00, ONE, 1) 12ct, SHEBA, PORTIONS)"
$1.00 OFF any ONE (1) FINISH® Automatic Dishwasher Detergent Max in 1® 24ct. or QUANTUM® 22 ct.,$1.00,"(1.00, ONE, 1, Detergent Max, 1, QUANTUM, 22)"
SAVE $1.00 ONE Oral-B Special Care Oral Rinse 237 mL (excludes trial/travel size).,$1.00,"(237,)"
SAVE $0.50 off ONE (1) MAXWELL HOUSE Iced Coffee can,$0.50,"(0.50, ONE, 1, MAXWELL HOUSE)"
"SAVE $1.00 on ANY ONE (1) bag of NEW Kingsford® Wood Pellets, Classic Blend of Hickory, Oak, and Cherry",$1.00,"(1.00, 1, NEW Kingsford, Classic Blend of Hickory, Oak)"
SAVE $2.00 when you spend $6.00 on any Degree products,"$2.00,$6.00","(2.00, 6.00)"
SAVE $2.00 when you spend $6 on any Quaker Products,"$2.00,$6","(2.00, 6, Quaker)"
SAVE $1.00 when you buy ONE (1) 28 oz.TRESemmé® product.,$1.00,"(1.00, ONE, 1, 28, TRESemmé)"
SAVE $1.00 on DGH Auto Spray Refills Twin Packs,$1.00,"(1.00,)"
SAVE $3.00 when you spend $10 on any Bayer Consumer Health Products,"$3.00,$10","(3.00, 10, Bayer Consumer Health Products)"
"BUY TWO GET ONE Buy ONE (1) SOUR PATCH KIDS or SWEDISH FISH Candy (4 oz. or larger) and ONE (1) Crush Soda (20 oz.), get ONE (1) Crush Soda FREE (20 oz.)",,"(TWO, ONE, 1, SWEDISH FISH Candy, 4 oz, 1, Crush Soda, 20, ONE, 1, Crush Soda, 20)"
SAVE $2.00 when you buy $7 worth of participating REESE’S brand candy,"$2.00,$7","(2.00, 7, REESE)"
SAVE $5.00 on any Gain scented purchase of $30 or more,"$5.00,$30","(5.00, 30)"
SAVE $1.00 when you buy any ONE (1) NEW AXE product,$1.00,"(1.00, 1)"
"BUY TWO GET ONE Buy ONE (1) CHIPS AHOY! Cookies (9.5-19.5 oz.) and ONE (1) SOUR PATCH KIDS Candy (4 oz. or larger), get ONE (1) SOUR PATCH KIDS CHIPS AHOY! Cookies FREE (8 oz.;)",,"(TWO, ONE, 1, 9.5, ONE, 1, 4, 1, 8)"
SAVE $2.00 when you spend $6 on all Suave® products,"$2.00,$6","(2.00, 6)"
